MplusiD,age,gender,race,grade,aspiration,interest1,interest2,interest3,zip,median_income,percent_bachelors
3473,15,1,2, , , , , ,99354,63346,29.8
3475,15,1,3,4,5,4,5,4, , , 
3475,15,1,3,9,5, , , ,7208,77326,34.8
3476,17,1,2, , , , , ,36587,46023,23
3478,14,1,4,9,5, , , ,93654,51800,20.4
3479,16,1,7, , , , , ,45233,55048,37.3
3480,17,0,7, , , , , ,64117,66938,32.6
3481,14,1,6, , , , , ,8855, , 
3488,15,0,2, , , , , ,6106,70429,37.8
3491,15,0,4,9,6, , , ,33155,49930,29.3
3493,16,0,7, , , , , ,26170, , 
3494,16,1,2, , , , , ,45415,47755,27.9
3495,15,1,4,2,6,3,2,2, , , 
3495,15,1,4,11,6, , , ,95050,119035,51.7
3497,17,0,3,11,5, , , ,75216,56718,30.6
3499,17,1,7,2,6,4,4,4, , , 
3499,17,1,7,11,6, , , ,29072,60181,30.3
3502,17,1,2, , , , , , , , 
3503,17,1,4,12,2, , , ,78504,37106,18.7
3504,17,1,7, , , , , ,31027, , 
3505,17,0,7, , , , , ,37144, , 
3508,14,1,7, , , , , ,77642,47657,18.9
3509,13,0,7, , , , , ,38915, , 
3510,15,1,7, , , , , ,30096,68914,36.5
3511,14,1,2, , , , , ,97520,51409,28.4
3512,13,1,4,8,1, , , ,31605,41156,29.2
3514,17,0,3,2,6,5,4,5, , , 
3514,17,0,3,11,6, , , ,30030,61827,42.7
3515,14,0,4,5,3,3,3,3, , , 
3515,14,0,4,8,3, , , ,98816,61615,27
3518,15,1,7,4,5,5,5,5, , , 
3518,15,1,7,9,5, , , ,47803,41125,23.1
3519,14,0,7, , , , , ,36375, , 
3521,14,1,4,4,6,4,4,4, , , 
3521,14,1,4,9,6, , , ,31792, , 
3525,13,1,7, , , , , ,79835,44489,22.9
3526,16,1,7, , , , , ,4662, , 
3527,13,1,4,7,6, , , ,92410,60420,20.5
3528,14,1,7, , , , , ,72401,50422,27.5
3531,16,0,4,10,4, , , ,28326,51479,21.9
3532,17,0,7,1,5,3,4,4, , , 
3532,17,0,7,12,5, , , ,18235,49647,14.5
3534,14,1,1,8,5, , , ,89139,57189,24.4
3535,13,1,7, , , , , ,20878,103235,57.8
3536,14,1,7, , , , , ,2790,67842,28.9
3537,15,1,7, , , , , ,31545, , 
3539,15,1,3,4,5,5,5,5, , , 
3539,15,1,3,9,5, , , ,39842, , 
3540,17,0,7, , , , , ,50701,49779,28.2
3542,15,1,3,9,6, , , ,44052,54932,23.6
3546,13,1,7, , , , , ,33178,49930,29.3
3547,14,1,7, , , , , ,30134,61094,27
3548,13,1,1,7,6, , , ,97224,80946,45.8
3549,13,1,7, , , , , ,7104,60430,35.6
3550,16,1,2, , , , , ,16323, , 
3554,14,0,7, , , , , ,35210,50709,33.3
3555,16,1,4,3,6,5,2,5, , , 
3555,16,1,4,10,6, , , ,79109,62098,31
3556,15,0,7,3,5,4,4,4, , , 
3556,15,0,7,10,5, , , ,55362,79931,28.3
3559,15,0,3,9,6, , , ,77077,58645,30.7
3562,14,1,7, , , , , ,52501, , 
3564,13,0,7, , , , , ,42765, , 
3566,14,0,3,5,5,3,1,1, , , 
3566,14,0,3,8,5, , , ,76011,65052,31.4
3567,14,0,7,3,2,4,4,5, , , 
3567,14,0,7,10,2, , , ,63122,64784,42.8
3568,16,0,7, , , , , ,76537,81719,40.9
3569,15,1,1,10,2, , , ,11023,108133,45.1
3570,17,1,4,11,2, , , ,98836,61615,27
3571,15,0,7, , , , , ,66218,82855,55.8
3573,15,1,7, , , , , ,33610,54731,33.3
3578,15,1,1,9,6, , , ,60089,85895,44.9
3581,17,1,7, , , , , ,27028, , 
3583,17,0,1,11,5, , , ,96817,81284,34.7
3584,14,1,7, , , , , ,10308,79201,33.1
3586,16,0,7, , , , , ,27055, , 
3588,16,1,7, , , , , ,84606,70417,41.8
3594,17,1,7, , , , , ,36207,46763,19.3
3595,14,1,4,5,6,5,4,4, , , 
3595,14,1,4,8,6, , , ,2139,98555,56
3598,15,0,7, , , , , ,75862, , 
3600,13,1,7, , , , , ,14172,54743,24.4
3603,17,0,1,11,6, , , ,2090,100829,53.5
3604,16,1,7, , , , , ,84106,71471,36
3607,16,0,3,10, , , , ,38676, , 
3611,17,1,7, , , , , ,64108,52552,30.5
3614,14,0,1,3,1,4,4,4, , , 
3614,14,0,1,10,1, , , ,77498,90845,46.7
3615,15,1,2, , , , , ,63040,64784,42.8
3616,15,1,3,10,5, , , ,33972,53928,27.3
3617,13,0,3,7,6, , , ,72227,52450,34.7
3621,16,1,7,3,5,2,2,3, , , 
3621,16,1,7,10,5, , , ,54115,60793,33.3
3622,15,1,3, , , , , ,30901,37324,21.1
3623,13,1,7, , , , , ,79761,55380,13.9
3625,14,0,7,9,2, , , ,56672, , 
3626,15,0,7, , , , , ,37879, , 
3627,16,0,7, , , , , ,92365,60420,20.5
3628,13,0,7, , , , , ,78738,72884,49.5
3629,15,0,3, , , , , ,60438,61405,38.6
3633,15,0,3,4,5,2,3,2, , , 
3633,15,0,3,9,5, , , ,19406,87304,50.2
3634,13,0,7, , , , , ,15136,58625,41.4
3635,15,1,7,9,5, , , ,97402,50654,31.1
3637,14,0,7, , , , , ,37127,68514,34.6
3639,14,1,7, , , , , ,39194, , 
3642,16,1,4,3,1,5,5,4, , , 
3642,16,1,4,10,1, , , ,1570,70402,36.5
3643,16,0,1,10,6, , , ,92130,76207,38.8
3647,17,1,7,3,2,5,5,4, , , 
3647,17,1,7,10,2, , , ,71405,41646,21.1
3648,13,1,7,4,6,4,4,4, , , 
3648,13,1,7,9,6, , , ,10009,85071,60.6
3650,16,0,8, , , , , ,64601, , 
3651,13,1,7, , , , , ,97222,79878,38.4
3652,14,1,2, , , , , ,7304,67154,42.5
3653,15,1,1,10,1, , , ,60067,61405,38.6
3655,14,1,4,9,5, , , ,85713,51425,33.6
3657,15,0,1,4,3,5,5,5, , , 
3657,15,0,1,9,3, , , ,95035,119035,51.7
3658,16,1,7, , , , , ,62952, , 
3659,17,1,6, , , , , ,30233, , 
3662,13,0,3,5,6,3,4,3, , , 
3662,13,0,3,8,6, , , ,64158,66938,32.6
3666,14,1,7,8,2, , , ,33844,48475,19
3667,15,1,2, , , , , ,48240,45135,23.4
3670,17,0,1,2,5,4,4,4, , , 
3670,17,0,1,11,5, , , ,33351,56842,32.7
3671,14,0,1,4,6,3,4,3, , , 
3671,14,0,1,9,6, , , ,92805,86217,40.3
3672,14,0,3, , , , , ,38834, , 
3673,13,1,1,7,5, , , ,99654,69121,21.9
3675,16,1,4,11,6, , , ,10306,79201,33.1
3676,15,1,7, , , , , ,29860, , 
3678,14,0,3,4,5,5,3,5, , , 
3678,14,0,3,9,5, , , ,61701,68274,45.3
3679,16,0,1,3,5,2,2,2, , , 
3679,16,0,1,10,5, , , ,21220,73805,39.1
3686,16,0,4,3,5,1,1,2, , , 
3686,16,0,4,10,5, , , ,33426,60057,36.2
3688,14,1,7,8,1, , , ,10009,85071,60.6
3690,16,0,7, , , , , ,97301,56354,23
3691,13,0,7, , , , , ,66062,82855,55.8
3693,13,0,2, , , , , ,91006,65006,32.3
3694,15,0,7, , , , , ,90245,65006,32.3
3697,14,0,3,8, , , , ,90044,65006,32.3
3698,16,1,2, , , , , ,92503,63944,22.2
3699,16,0,7, , , , , ,60010,85895,44.9
3702,17,0,7,11, , , , ,72012,42443,23.4
3704,15,1,4,10,6, , , ,94116,110816,57.8
3705,15,1,4,3,4,2,2,2, , , 
3705,15,1,4,10,4, , , ,85355,62223,32.3
3706,16,1,7, , , , , ,90803,65006,32.3
3708,13,1,7, , , , , ,8731,71081,30.5
3712,17,1,7, , , , , ,92602,86217,40.3
3715,14,1,3,3,1,4,5,5, , , 
3715,14,1,3,10,1, , , ,44137,46784,32.6
3718,14,1,7, , , , , ,60411,61405,38.6
3722,15,0,7,9,4, , , ,83350, , 
3723,16,0,7, , , , , ,36535,55342,33.6
3725,14,1, , , , , , ,14211,55604,34.4
3726,15,0,3,3,5,4,5,4, , , 
3726,15,0,3,10,5, , , ,6239,63573,24.3
3727,13,0,7,5,4,3,1,1, , , 
3727,13,0,7,8,4, , , ,45133, , 
3728,14,1,1,5,5,4,4,4, , , 
3728,14,1,1,8,5, , , ,91803,65006,32.3
3731,13,0,7, , , , , ,43605,47308,26.5
3732,13,0,1,8,5, , , ,29715,62217,34.6
3734,15,0,3, , , , , ,27820, , 
3735,16,1,7, , , , , ,24517, , 
3737,14,0,7,4,6,5,5,5, , , 
3737,14,0,7,9,6, , , ,56082, , 
3738,14,1,7,5,6,5,5,3, , , 
3738,14,1,7,8,6, , , ,4240,48286,24.6
3739,17,1,7,3,2,3,3,3, , , 
3739,17,1,7,10,2, , , ,49614, , 
3740,17,1,4,11,1, , , ,32839,54107,34.1
3742,15,0,4,9,6, , , ,85335,62223,32.3
3743,16,0,7, , , , , ,64014,52552,30.5
3744,16,0,7, , , , , ,18343,66066,29.9
3746,14,0,1,5,5,3,3,4, , , 
3746,14,0,1,8,5, , , ,96797,81284,34.7
3750,16,0,7,2,5,2,2,2, , , 
3750,16,0,7,11,5, , , ,20009,82372,57.3
3751,15,1,7, , , , , ,25984, , 
3752,14,1,7,5,2,4,5,5, , , 
3752,14,1,7,8,2, , , ,2746,67842,28.9
3753,17,0,7,2,4,1,2,2, , , 
3753,17,0,7,11,4, , , ,25181, , 
3756,16,0,1,3,5,2,3,3, , , 
3756,16,0,1,10,5, , , ,92708,86217,40.3
3762,15,0,5, , , , , ,32442, , 
3766,15,1,4,9,6, , , ,33186,49930,29.3
3768,15,0,7, , , , , ,44310,55419,32.8
3774,16,0,7, , , , , ,97302,56354,23
3777,15,1,7, , , , , ,76009,62482,18.5
3779,14,0,3,5,5,1,3,2, , , 
3779,14,0,3,8,5, , , ,6708,66863,34.2
3780,17,1,7, , , , , ,63628,39288,11.7
3783,13,0,7, , , , , ,30512, , 
3786,15,1,7,4,6,3,3,3, , , 
3786,15,1,7,9,6, , , ,33321,56842,32.7
3789,13,0,8, , , , , ,77375,58645,30.7
3790,15,1,3,9,5, , , ,30060,75654,46.7
3792,17,1,3,1,6,5,3,4, , , 
3792,17,1,3,12,6, , , ,17103,61622,29.2
3793,16,0,7, , , , , ,46203,47344,32
3800,17,0,7, , , , , ,64424, , 
3804,15,0,3,7,2, , , ,21205,47131,30.6
3807,15,1,7, , , , , ,83646,60858,36.1
3811,16,0,3, , , , , ,48197,70286,54.5
3813,15,1,7, , , , , ,44685,55419,32.8
3815,14,1,7, , , , , ,32311,51642,46.9
3817,17,0,7, , , , , ,17404,63519,25.3
3818,16,1,7, , , , , ,33311,56842,32.7
3819,15,1,3,4,6,3,3,1, , , 
3819,15,1,3,9,6, , , ,4303, , 
3820,15,1,7,4,2,4,2,3, , , 
3820,15,1,7,9,2, , , ,55803,52890,30
3821,14,1,7, , , , , ,54457,52110,20.7
3824,14,1,7, , , , , ,38663, , 
3825,15,1,7, , , , , ,45750, , 
3826,17,1,3,2,6,5,5,5, , , 
3826,17,1,3,11,6, , , ,48204,45135,23.4
3827,16,1,5, , , , , ,34609,44892,18.9
3828,14,0,3,8,5, , , ,32304,51642,46.9
3830,14,0,2, , , , , ,37210,58490,41.8
3839,15,0,4,4,5,3,3,4, , , 
3839,15,0,4,9,5, , , ,19133,39759,28.3
3841,17,1,3,3,4,4,3,4, , , 
3841,17,1,3,10,4, , , ,75932, , 
3843,14,1,7, , , , , ,25443, , 
3845,14,1,7,9,3, , , ,10011,85071,60.6
3847,16,0,7, , , , , ,62220,51670,28.5
3848,13,1,3,6,5, , , ,77545,90845,46.7
3849,14,0,7,8,5, , , ,8527,71081,30.5
3850,17,1,7, , , , , ,27591,77318,52.2
3851,15,1,7, , , , , ,81005,43148,22.2
3852,15,1,4,8,5, , , ,91030,65006,32.3
3853,17,0,7, , , , , ,91732,65006,32.3
3854,13,0,7, , , , , ,14609,57561,37.3
3857,13,0,1,7,5, , , ,95122,119035,51.7
3858,16,1,2, , , , , ,85353,62223,32.3
3860,14,1,7, , , , , ,71801, , 
3861,17,0,7, , , , , ,42746, , 
3862,13,0,7,5,6,3,3,3, , , 
3862,13,0,7,8,6, , , ,6614,91198,47.1
3863,14,0,1,5,5,4,4,4, , , 
3863,14,0,1,8,5, , , ,24019,64287,34.8
3864,16,0,1,4,6,4,5,4, , , 
3864,16,0,1,9,6, , , ,98528, , 
3865,13,1,7, , , , , ,71342, , 
3866,14,0,1,5,5,1,3,1, , , 
3866,14,0,1,8,5, , , ,22152,118279,61.4
3867,15,0,3, , , , , ,32401,52415,23.7
3868,15,0,3,10,1, , , ,76014,65052,31.4
3870,13,1,3,1,2,3,3,3, , , 
3870,13,1,3,12,2, , , ,23123, , 
3871,14,0,1,3,6,4,4,4, , , 
3871,14,0,1,10,6, , , ,79915,44489,22.9
3872,14,0,4,5,5,2,3,1, , , 
3872,14,0,4,8,5, , , ,78537,37106,18.7
3874,16,0,3,11,6, , , ,31707,38712,24.6
3875,15,1,7,9,2, , , ,78108,66486,26.9
3877,16,0,3,10,5, , , ,20746,81240,32.1
3878,14,0,7, , , , , ,46107,47344,32
3879,17,1,3,11,1, , , ,98012,82595,31.9
3880,13,1,7, , , , , ,18103,60871,29.4
3881,16,0,7, , , , , ,24828, , 
3883,15,0,7, , , , , ,33147,49930,29.3
3887,15,0,7,7,6, , , ,60634,61405,38.6
3888,15,0,1,3,5,4,4,4, , , 
3888,15,0,1,10,5, , , ,91007,65006,32.3
3890,14,1,7, , , , , ,32141,46901,22.7
3892,14,1,7, , , , , ,32571,66059,27.3
3894,13,1,7, , , , , ,32803,54107,34.1
3895,14,0,7, , , , , ,56001,56716,38.1
3896,14,1,7, , , , , ,32141,46901,22.7
3897,13,0,7, , , , , ,48240,45135,23.4
3898,16,0,3,2,5,4,4,4, , , 
3898,16,0,3,11,5, , , ,96821,81284,34.7
3900,15,1,6, , , , , ,75051,56718,30.6
3902,16,1,3, , , , , ,93706,51800,20.4
3903,13,0,3, , , , , ,54703,54963,32.8
3904,15,1, , , , , , ,16901, , 
3906,14,0,4,5,5,5,5,5, , , 
3906,14,0,4,8,5, , , ,22033,118279,61.4
3909,15,0,7, , , , , ,60133,61405,38.6
3910,16,0,7,3,5,5,4,5, , , 
3910,16,0,7,10,5, , , ,97405,50654,31.1
3911,17,0,3,2,5,1,1,2, , , 
3911,17,0,3,11,5, , , ,30045,68914,36.5
3914,16,0,7, , , , , ,11209,56942,37.1
3915,16,1,7, , , , , ,30052,54867,19.1
3916,17,1,7, , , , , ,80915,65370,39.2
3917,15,1,4,4,5,3,3,3, , , 
3917,15,1,4,9,5, , , ,624, , 
3918,14,1,1,5,6,5,5,5, , , 
3918,14,1,1,8,6, , , ,94582,95339,42.2
3919,17,0,3,11,5, , , ,77075,58645,30.7
3920,16,0,7, , , , , ,54615, , 
3925,14,1,7, , , , , ,63801, , 
3926,14,0,1,7,5, , , ,80010,75357,43.7
3927,17,1,7,2,6,4,4,4, , , 
3927,17,1,7,11,6, , , ,16105,49967,22.7
3928,16,3,7, , , , , ,31709, , 
3930,17,0,1,9,6, , , ,30044,68914,36.5
3931,15,0,7, , , , , ,63146,64784,42.8
3932,13,0,7, , , , , ,55108,61962,42.4
3933,15,0,3, , , , , ,21117,73805,39.1
3935,17,1,1,2,5,2,2,3, , , 
3935,17,1,1,11,5, , , ,11362,64509,30.9
3937,14,0,3,3,1,3,2,2, , , 
3937,14,0,3,10,1, , , ,30021,61827,42.7
3940,13,1,4,1,6,2,3,2, , , 
3940,13,1,4,12,6, , , ,93268,49854,16
3942,15,0,7,4,6,5,5,5, , , 
3942,15,0,7,9,6, , , ,93304,49854,16
3945,17,1,7, , , , , ,10009,85071,60.6
3946,13,1,1,5,6,4,4,4, , , 
3946,13,1,1,8,6, , , ,70808,55326,35.1
3948,14,1,7, , , , , ,1220,57054,32.3
3949,13,1,3,7,6, , , ,36801,52943,33.4
3952,13,1,7, , , , , ,20878,103235,57.8
3954,17,0,7, , , , , ,47330,45017,20.8
3956,14,0,7, , , , , ,32084,73836,43.8
3957,17,0,7, , , , , ,29681,55914,34.5
3958,14,1,1,4,6,4,5,5, , , 
3958,14,1,1,9,6, , , ,11372,64509,30.9
3962,15,1,7,2,4,4,4,4, , , 
3962,15,1,7,11,4, , , ,71282, , 
3963,16,0,3,10,5, , , ,89015,57189,24.4
3964,16,1,1,9,5, , , ,27834,45849,34.6
3967,17,1,7,2,5,1,3,2, , , 
3967,17,1,7,11,5, , , ,74063,52441,31.7
3969,16,1,2, , , , , ,74104,52441,31.7
3974,13,1,7, , , , , ,16365, , 
3975,14,0,7, , , , , ,98520,47445,14
3976,16,0,3,2,5,5,4,5, , , 
3976,16,0,3,11,5, , , ,33584,54731,33.3
3977,17,0, , , , , , ,25043, , 
3981,13,1,4,7,3, , , ,79835,44489,22.9
3982,15,1,4,3,6,4,4,5, , , 
3982,15,1,4,10,6, , , ,60179, , 
3984,15,1,7, , , , , ,30736,53231,17.9
3987,16,1,3,10,6, , , ,30830, , 
3988,14,1,7, , , , , ,35150,39731,14.3
3991,15,0,2, , , , , ,53142,61073,25.7
3992,13,0,3,7,6, , , ,71483, , 
3993,16,0,7, , , , , ,6615,91198,47.1
3997,15,0,4,4,2,4,2,4, , , 
3997,15,0,4,9,2, , , ,17901,49559,16.7
3999,13,0,7,5,5,4,5,4, , , 
3999,13,0,7,8,5, , , ,52738, , 
4000,13,1,4,7,3, , , ,89169,57189,24.4
4002,13,1,3, , , , , ,70122,36999,35.3
4003,17,0,7, , , , , ,20650,81495,31.8
4004,17,0,4,12,5, , , ,90002,65006,32.3
4006,15,1,7, , , , , ,47838, , 
4007,13,0,4,7,4, , , ,78201,54175,27.8
4008,16,0,7,10,5, , , ,29520, , 
4009,14,0,4,1,5,5,5,5, , , 
4009,14,0,4,12,5, , , ,90017,65006,32.3
4010,13,1,7, , , , , ,37922,55266,37.3
4011,16,0,7, , , , , ,28732,51078,34.2
4012,14,0,7, , , , , ,16301, , 
4014,13,1,1,7,6, , , ,2142,98555,56
4015,17,0,7, , , , , ,89011,57189,24.4
4016,15,0,2, , , , , ,70737,70561,25.8
4017,17,0,1,11,1, , , ,8054,87673,37.3
4019,13,1,7, , , , , ,47942, , 
4022,13,1,7, , , , , ,65806,45117,31.2
4023,16,1,8, , , , , ,32837,54107,34.1
4028,13,1,3,7,5, , , ,27565, , 
4030,14,1,3, , , , , ,7090,77326,34.8
4032,14,0,7,5,6,3,3,3, , , 
4032,14,0,7,8,6, , , ,92011,76207,38.8
4034,14,1,2, , , , , ,27804,47289,22
4035,14,1,7, , , , , ,41017,58595,32.1
4037,13,1,4,12,5, , , ,93727,51800,20.4
4038,17,1,7,8,2, , , ,24333, , 
4039,16,0,7, , , , , ,94506,95339,42.2
4040,16,1,7, , , , , ,7054,114732,52.5
4045,16,0,7,3,5,2,2,2, , , 
4045,16,0,7,10,5, , , ,36870,52943,33.4
4046,13,1,7, , , , , ,21223,47131,30.6
4047,16,0,7, , , , , ,777083, , 
4051,16,0,7, , , , , ,66614,57095,34
4052,16,0,7, , , , , ,55421,79169,29.6
4053,15,1,7, , , , , ,27613,77318,52.2
4055,15,1,7, , , , , ,92114,76207,38.8
4056,15,1,3,3,1,4,3,3, , , 
4056,15,1,3,10,1, , , ,91201,65006,32.3
4057,17,1,7, , , , , ,49913, , 
4058,14,0,7,5,5,4,4,4, , , 
4058,14,0,7,8,5, , , ,12306,62514,27.9
4059,16,0,7,10, , , , ,36092,60558,24.9
4062,15,1,2, , , , , ,11782,94750,36.5
4063,13,1,3,6,1, , , ,46205,47344,32
4068,17,1,2, , , , , ,14120,54743,24.4
4069,15,0,2, , , , , ,73162,51323,32.7
4071,15,1,7, , , , , ,24277, , 
4073,16,0,7, , , , , ,97128,64104,27.5
4075,13,0,1,4,6,3,3,3, , , 
4075,13,0,1,9,6, , , ,8816,85337,44.5
4077,16,1,6, , , , , ,95204,61164,18.9
4081,13,0,3,7,5, , , ,76140,65052,31.4
4082,14,1,7,5,5,5,5,5, , , 
4082,14,1,7,8,5, , , ,78067, , 
4083,15,0,7, , , , , ,65043, , 
4086,13,0,7, , , , , ,30680,59994,18.5
4087,14,1,3,7,2, , , ,27801, , 
4088,15,1,7, , , , , ,81501,52742,25.8
4093,13,1,4,5,6,5,4,5, , , 
4093,13,1,4,8,6, , , ,33165,49930,29.3
4097,14,1,7, , , , , ,32141,46901,22.7
4099,15,1,3, , , , , ,32808,54107,34.1
4100,14,1,3,9, , , , ,30339,75654,46.7
4101,15,0,1,9,6, , , ,75024,94933,52
4102,14,1,7, , , , , ,91505,65006,32.3
4103,13,0,7, , , , , ,75253,56718,30.6
4106,16,1,3,4,6,5,5,5, , , 
4106,16,1,3,9,6, , , ,33311,56842,32.7
4112,13,0,7, , , , , ,32568,48631,26.5
4113,16,1,2, , , , , ,18062,60871,29.4
4115,14,0,4,8,6, , , ,76522,52769,16.9
4117,17,1,3,1,5,2,2,2, , , 
4117,17,1,3,12,5, , , ,27215,45150,23.4
4121,16,1,7, , , , , ,35244,50709,33.3
4124,14,0,7, , , , , ,70706,60471,16.4
4125,16,1,7,9,6, , , ,29697,48593,20.8
4126,16,1,7,1,2,2,2,2, , , 
4126,16,1,7,12,2, , , ,89403, , 
4127,14,1,7, , , , , ,15062,60713,30.5
4129,14,0,7, , , , , ,48228,45135,23.4
4132,13,1,7, , , , , ,44085,44173,14.6
4133,16,0,7, , , , , ,43725, , 
4134,17,1,3,1,5,4,4,4, , , 
4134,17,1,3,12,5, , , ,93550,65006,32.3
4143,14,1,7,5,6,2,2,2, , , 
4143,14,1,7,8,6, , , ,8341,61777,28.4
4145,15,1,7, , , , , ,98104,89675,51.5
4147,16,1,1,3,5,4,4,3, , , 
4147,16,1,1,10,5, , , ,94121,110816,57.8
4148,14,1,7, , , , , ,8087,71081,30.5
4151,13,0,3,5,6,4,4,5, , , 
4151,13,0,3,8,6, , , ,44303,55419,32.8
4152,14,0,2, , , , , ,63901, , 
4153,15,0,7, , , , , ,84084,71471,36
4154,14,1,7, , , , , ,44857, , 
4157,15,0,3,9,5, , , ,33311,56842,32.7
4158,14,0,7, , , , , ,47803,41125,23.1
4160,16,1,7, , , , , ,35740, , 
4162,17,1,1,2,5,4,3,4, , , 
4162,17,1,1,11,5, , , ,96818,81284,34.7
4163,16,0,7,3,5,3,3,3, , , 
4163,16,0,7,10,5, , , ,95076,79705,40.2
4167,17,1,7, , , , , ,43207,59227,38.7
4172,14,0,7, , , , , ,32038,40811,17.5
4173,17,0,7, , , , , ,44446,46201,18.7
4177,17,1,5, , , , , ,78102, , 
4179,16,1,7, , , , , ,6333,71987,33.4
4180,16,0,7, , , , , ,44413,41818,10.8
4181,14,1,7,4,5,3,3,3, , , 
4181,14,1,7,9,5, , , ,8021,66196,32.7
4182,14,1,4,7,2, , , ,78237,54175,27.8
4184,15,1,7, , , , , ,30566,61977,26.3
4185,15,0,7,4,1,5,5,5, , , 
4185,15,0,7,9,1, , , ,36109,45724,32.7
4186,13,0,7, , , , , ,84010,80301,38.9
4188,17,0,7, , , , , ,28504, , 
4189,14,0,7, , , , , ,16879,48581,17.3
4190,14,1,3,2,5,5,5,5, , , 
4190,14,1,3,11,5, , , ,39206,45658,28.7
4191,15,0,5, , , , , ,68137,61531,38.7
4192,14,1,7, , , , , ,80027,80834,63.2
4193,16,1,7, , , , , ,93720,51800,20.4
4194,14,1,2, , , , , ,53051,82248,45.5
4196,14,0,3, , , , , ,23867, , 
4199,14,1,7, , , , , ,63025,64784,42.8
4202,16,1,7, , , , , ,25521, , 
4205,15,0,4,3,6,3,4,4, , , 
4205,15,0,4,10,6, , , ,18334,61612,24.1
4207,17,1,4,2,1,5,5,5, , , 
4207,17,1,4,11,1, , , ,33991,53928,27.3
4209,15,0,3,4,6,4,3,3, , , 
4209,15,0,3,9,6, , , ,30228,67018,29.6
4210,15,0,3,10,5, , , ,35214,50709,33.3
4212,14,1,3,5,6,4,4,3, , , 
4212,14,1,3,8,6, , , ,30813,74164,35.5
4213,13,1,1,7,1, , , ,70808,55326,35.1
4214,13,0,7, , , , , ,28786, , 
4216,17,1,7, , , , , ,64850, , 
4217,15,1,7, , , , , ,29058,61914,27.2
4218,15,0,7, , , , , ,33410,60057,36.2
4220,13,1,7, , , , , ,37918,55266,37.3
4222,15,0,4,3,6,4,4,5, , , 
4222,15,0,4,10,6, , , ,32826,54107,34.1
4224,16,1,7, , , , , ,18444,49172,29.1
4225,13,0,1,7,5, , , ,60016,61405,38.6
4227,13,1,2, , , , , ,71461, , 
4228,16,1,7, , , , , ,36266, , 
4229,13,1,7, , , , , ,32577,48631,26.5
4232,13,0,3,7,5, , , ,33617,54731,33.3
4233,15,0,7, , , , , ,24892, , 
4237,13,0,7, , , , , ,49015,45386,21.9
4239,16,0,7, , , , , ,44420,46201,18.7
4240,15,1,4,4,5,5,5,5, , , 
4240,15,1,4,9,5, , , ,60620,61405,38.6
4241,14,0,7, , , , , ,98520,47445,14
4242,16,1,2, , , , , ,85746,51425,33.6
4246,14,1,7, , , , , ,33914,53928,27.3
4247,14,1,7,5,2,2,3,3, , , 
4247,14,1,7,8,2, , , ,75460, , 
4249,14,0,7, , , , , ,66049,55646,47.3
4252,13,0,4,5,6,4,4,4, , , 
4252,13,0,4,8,6, , , ,85326,62223,32.3
4254,16,0,1,10,6, , , ,94568,96296,46.4
4256,17,1,4,12,2, , , ,90017,65006,32.3
4258,14,1,4,5,6,3,3,3, , , 
4258,14,1,4,8,6, , , ,80516,68884,27.5
4260,16,1,4,12,3, , , ,33334,56842,32.7
4263,15,1,3,4,6,5,4,5, , , 
4263,15,1,3,9,6, , , ,32818,54107,34.1
4264,17,0,7, , , , , ,30815,37324,21.1
4265,15,0,4,5,3,4,3,3, , , 
4265,15,0,4,8,3, , , ,10312,79201,33.1
4266,17,1,7, , , , , ,40977, , 
4271,15,0,7,12,5, , , ,36869, , 
4272,15,1,4,10,5, , , ,95818,63045,30.5
4275,17,1,7,11,5, , , ,99207,53360,30.8
4277,17,1,7, , , , , ,13748,47758,27.4
4278,15,1,7, , , , , ,23294,67185,45.4
4279,15,1,1,4,5,3,3,4, , , 
4279,15,1,1,9,5, , , ,96786,81284,34.7
4281,16,0,4,2,5,5,4,4, , , 
4281,16,0,4,11,5, , , ,78045,43408,17.1
4282,14,0,7, , , , , ,12306,62514,27.9
4284,15,1,1,5,5,4,5,5, , , 
4284,15,1,1,8,5, , , ,17601,63407,28
4285,15,1,3, , , , , ,27405,52098,35.7
4286,16,1,4,5,4,2,1,2, , , 
4286,16,1,4,8,4, , , ,49071,52971,20.8
4287,16,0,3,11,4, , , ,48225,45135,23.4
4288,17,0,7, , , , , ,53217,47591,30.7
4293,15,0,1,4,6,4,4,4, , , 
4293,15,0,1,9,6, , , ,96821,81284,34.7
4295,17,1,7, , , , , ,29379, , 
4297,17,1,2, , , , , ,92879,63944,22.2
4298,14,0,2, , , , , ,49349, , 
4300,13,0,3,7,6, , , ,66210,82855,55.8
4302,16,0,7, , , , , ,77429,58645,30.7
4305,17,0,4,2,1,3,3,3, , , 
4305,17,0,4,11,1, , , ,29615,55914,34.5
4306,13,0,1,5,5,3,3,3, , , 
4306,13,0,1,8,5, , , ,75024,94933,52
4308,14,1,7,10,6, , , ,10004,85071,60.6
4309,14,1,1,5,6,5,5,5, , , 
4309,14,1,1,8,6, , , ,15090,58625,41.4
4310,15,0,7, , , , , ,2132,66459,44.7
4311,16,0,4,3,6,4,4,5, , , 
4311,16,0,4,10,6, , , ,91384,65006,32.3
4312,13,0,4,7,5, , , ,93420,71880,34.6
4314,17,0,3, , , , , ,81001,43148,22.2
4316,16,1,1,3,5,2,2,3, , , 
